Company ID,DSRI,GMI,AQI,SGI,DEPI,SGAI,ACCR,LEVI,Status
109,1.822217324,1.217495801,0.926375613,0.707376988,1.07626201,0.42448208,0.234339017,0.980930336,No
110,1.29500574,0.834683875,0.943712945,1.305318251,0.954824716,0.963560934,0.098045274,0.966046462,No
111,1.061763011,0.978412864,1.30770084,1.111750027,0.935103538,0.981952424,-0.016392317,1.071089591,No
112,1.685095044,1.002956362,1.171052491,0.97237656,0.984836096,1.172569177,-0.020129745,0.998082048,No
113,0.786791557,-1.238807927,1.223189144,1.553953623,0.679208024,1.301476133,-0.199859325,1.270494729,No
114,1.032528059,0.966916153,0.97095291,0.984564311,0.956139545,0.942795024,-0.032134544,0.983890966,No
115,1.07998384,0.935422736,1.095325969,1.177683751,0.793217036,0.862723468,0.018096288,1.022052845,No
116,1.104466696,0.878261475,1.157285741,0.972070453,1.063801934,0.949534738,-0.011195117,0.842122817,No
117,1.394579478,0.604104095,1.18646512,1.025442931,0.998183455,1.187731008,0.014948059,1.082802985,No
118,1.181893909,0.89344261,0.946908125,1.094143964,0.77352291,1.159667351,-0.082787006,1.01054876,No
119,0.504642145,0.930644394,-4.138396686,1.607220054,0.642428437,0.902580034,-0.028336518,0.882060824,No
120,0.634834349,0.943519574,0.505356225,1.124520878,1.07091038,0.972691368,-0.127636503,0.758962795,No
121,1.406994413,1.003029736,1.785318784,1.114079444,0.649832896,1.104123129,-0.319561483,1.340737285,No
122,1.411735084,0.700124309,1.939870737,1.106961108,1.019865292,1.07159821,-0.145617011,0.931937074,No
123,0.958663935,0.916984979,0.999651761,1.121523878,1.096173867,0.927538505,-0.145247106,0.935351388,No
124,0.516942245,1.006920412,0.671810008,1.122570014,0.948775343,1.24362889,-0.077349108,0.864520239,No
125,1.302467348,0.786076177,0.33157388,1.1779859,1.018031048,0.903882044,-0.017032877,1.010480628,No
126,1.20506609,0.798295711,1.127946744,1.02738393,1.0139273,0.954306428,0.099226943,0.914378578,No
127,1.138268319,1.079710956,0.800648364,1.066808157,1.055813232,1.078739887,0.060012165,1.002949624,No
128,1.181046567,1.144945169,0.712358195,1.068538949,1.050568386,1.040675162,-0.03575973,1.081480843,No
129,1.019174457,0.916170363,1.015447251,1.102252994,0.964855207,1.10501231,0.028873314,0.957972204,No
130,0.82839795,1.047935385,0.847623935,0.907161003,0.979205512,1.095750413,-0.062141019,0.855791279,No
131,1.074412158,0.829705115,0.231528664,1.00438119,0.977800206,1.101313019,-0.025953721,0.851997892,No
132,1.559235972,0.689388594,1.178113185,0.920385008,1.044718605,1.317414238,-0.102982525,0.937035098,No
133,0.784932855,0.891598505,1.750891175,0.876193332,1.093055769,1.29867145,-0.183077385,0.746115581,No
134,0.857540676,0.999698962,0.633654792,1.057907441,1.059789649,1.013906327,-0.049264994,1.133107731,No
135,0.946826477,0.976921095,1.149744253,1.034783787,0.938969134,0.73632177,-0.081695751,1.051642008,No
136,0.974728473,0.973972679,1.406654173,0.946908311,0.949789256,0,-0.018634063,0.972530216,No
137,1.243013288,0.954792598,1.584274229,0.89030973,0.97567696,1.00571864,-0.1340371,0.974990035,No
138,1.070463002,1.008420356,2.483579523,1.041260877,0.970786206,0.996603664,-0.015394454,0.926480279,No
139,0.696993551,0.129329693,0.718312634,1.32510539,1.121737307,0.977714853,0.26618264,1.000159727,No
140,0.948432242,0.958118962,0.97416117,1.116251142,0.923747267,0.99872778,-0.050639106,1.069679991,No
141,1.050898418,1.030414547,12.18488539,1.057408738,0.952510619,0.971263342,-0.107572623,1.012971733,No
142,0.977324536,1.075197374,1.48751965,0.988573012,1.041294944,1.20734917,-0.075419942,0.993548069,No
143,1.001988406,1.155996246,1.048145917,0.923311671,1.168662528,1.179860325,-0.035054481,0.956414844,No
144,0.939517646,0.968436553,0.94596068,1.243008489,1.021330247,0.919153863,-0.008400194,0.966534955,No
145,1.074876517,1.068599443,-0.882776011,1.149858426,1.473608277,0.751942527,0.022935248,0.957820989,No
146,0.626191623,1.02671983,0.978269207,1.259331453,1.121745487,1.142154644,-0.098142209,1.131551331,No
147,1.70093873,0.985440516,0.972209235,1.527906224,0.796293362,1.036320744,0.006118552,1.026866533,No
148,0.939229263,1.017119172,0.764313104,0.96573327,1.058527221,1.117280627,-0.079623302,1.181856905,No
149,1.00101578,0.926983776,-0.080402161,1.049855279,0.970439548,0.967348876,-0.030256572,0.82122151,No
150,1.125010637,1.000324788,7.679811646,1.133731226,1.02029832,1.274707526,0.029629033,1.067747284,No
151,0.572922259,0.691449295,-0.525065433,0.703697251,1.065685261,1.087904948,-0.069609491,1.036352024,No
152,1.292681074,0.955187406,2.215998427,1.011997737,1.096719543,0.805871019,0.231141439,0.938344637,No
153,1.121103705,1.005686239,1.372289141,1.120023149,0.991525572,1.029729461,-0.010746729,0.838781362,No
154,0.938402571,1.002380566,0.11866405,1.250296584,1.023893329,1.019756086,-0.023030284,1.004529161,No
155,1.102964388,0.983842552,3.206045421,1.145377488,0.996349608,0.95414134,0.028908647,0.927691544,No
156,1.038915044,1.194916739,1.614774645,1.239894483,1.076814435,1.096434653,0.068021759,0.987718272,No
157,2.448099878,-1.066174039,0.209947074,0.889247881,1.671813559,0.668376245,-0.109481393,1.167517179,No
158,1.025815319,1.036465259,0.672899089,0.982935811,0.928981176,1.107939994,-0.049556443,1.054705397,No
159,0.867650967,0.999356959,1.059647462,0.991005679,1.087938479,1.034778516,-0.037570837,1.190539717,No
160,1.020953915,5.287456049,-1.107158828,1.141532059,0.664619073,1.443052455,-0.128038221,0.985429008,No
161,1.037300509,0.935219118,6.756289049,0.882675271,1.306799276,0.747263477,0.044491987,0.613794494,No
162,1.057595409,1.046785454,0.894342409,1.160415308,0.933184097,0.806178578,-0.087026587,0.796568461,No
163,1.005460466,0.891272447,1.091898095,1.134922792,0.976865524,1.055170982,-0.035187655,1.254956674,No
164,0.791687541,0.990305155,0.862129706,1.18401845,0.890559433,0.945940136,-0.074053905,0.988281506,No
165,0.542377709,0.87719863,1.064936362,1.653892123,0.814417795,1.127973831,0.002654855,0.993403165,No
166,1.126204582,1.008279384,0.796666357,0.8699057,1.093706124,1.064829445,-0.01539225,1.055273482,No
167,1.168580847,1.000033271,0.869272869,1.005867985,0.924143132,1.074250004,-0.066930008,1.14809381,No
168,1.130192821,0.981518423,-0.809799941,1.153246103,1.040562874,0.920406103,-0.060297061,1.077811765,No
169,0.980789737,0.883087096,0.926316858,1.220479667,0.860974966,1.042720786,0.013461605,1.076128936,No
170,0.924119644,0.691368882,0.977543394,1.092861667,1.366215227,0.603857451,0.010434002,0.982135291,No
171,1.048242533,1.013678089,1.192696667,1.162759188,0.844652293,1.015535231,0.019996822,1.000338905,No
172,1.832249515,-1.793987775,-1.004717115,0.487171525,1.168563317,0.97998206,0.25904627,1.10528519,No
173,0.833031189,1.057329529,1.120347769,1.380262977,0.81604918,1.240675375,0.019829875,0.550652923,No
174,0.745796659,1.11336772,3.522264888,1.443107534,0.677941491,0.99973779,0.043866171,1.140250119,No
175,1.102224446,0.803534211,1.075635777,1.194659315,0.681887992,1.062719971,0.000451784,1.068057189,No
176,1.008028554,0.884649498,1.258924765,1.054234421,1.090971422,0.937396157,-0.044445426,0.988921925,No
177,0.813343503,1.03172634,0.677335009,1.455717689,0.977842977,1.458785938,-0.053290395,1.109907717,No
178,1.266838778,0.991745781,0.269330228,1.258004614,0.899355301,1.094207607,0.155992621,1.096544529,No
179,0.977087582,0.943948574,1.170387822,1.15740579,0.997856872,1.259371731,-0.164053386,0.911119832,No
180,0.928322225,1.019494185,1.125437938,1.163548107,0.98807607,1.054493009,0.00568913,0.976389729,No
181,1.017571316,0.978784321,0.753611368,1.159424317,1.195651428,1.014931058,0.044616716,0.962921654,No
182,1.157649981,0.99818546,0.957035555,1.16628908,0.82155243,0.978870227,-0.080118864,1.503000153,No
183,1.129272249,0.976220432,0.943349107,0.996768961,1.044348266,1.079466137,-0.053914724,1.020461602,No
184,0.591011026,1.01201212,1.113591355,1.14051158,1.340452825,1.175962159,0.034097062,0.911151754,No
185,1.052067225,0.959147152,-0.294941804,1.122307147,1.150066309,1.037431365,-0.047743971,1.016017546,No
186,0.978521911,0.997676874,2.628205054,1.106787051,0.852377147,1.013020976,0.00763891,1.002622167,No
187,1.082132667,0.928793073,1.166711886,1.112602477,1.162335254,0.873035872,-0.036700813,1.101293086,No
188,1.193580123,0.925068821,0.917091269,1.11372961,1.017448839,1.007372452,0.049658691,0.960068289,No
189,1.098784181,0.915711594,0.846478333,1.081961838,1.180327277,0.985001442,0.085930366,1.118541333,No
190,0.885352064,0.969597075,0.988916399,1.19303235,0.993803143,0.9695848,0.003906911,0.78110691,No
191,1.019560474,0.8651799,1.023311759,1.005489847,0.925571422,0.809278763,-0.04923927,1.067480028,No
192,1.091898213,0.815059493,0.496714605,1.122734063,1.081638687,1.161449304,-0.022102415,1.09128245,No
193,0.690390588,0.954615651,-2.113457609,1.07196938,1.10015568,1.266827229,-0.131930117,1.137605075,No
194,1.034729002,0.978363697,2.701580946,1.072166682,0.976252424,0.978655567,-0.063726131,1.102049762,No
195,1.093633244,1.004302106,1.204078802,1.240923251,0.999802995,1.02905593,-0.018412633,1.072505206,No
196,0.963659699,1,0.967882542,0.993909475,1.278724006,1.064484965,0.415705293,0.926958988,No
197,0.858402102,0.960535817,-0.373543558,1.161069952,0.832770206,1.066334756,-0.046884929,1.144500715,No
198,1.236363553,0.434761951,-0.442154807,1.192828165,0.994549392,0.986516097,-0.152911199,1.055022037,No
199,1.138929825,1.022922162,1.779298671,1.001540743,0.99154071,0.987275745,-0.027785736,0.933467815,No
200,1.652996251,1.064912124,1.189043406,0.894444776,1.111180739,0.968703049,0.005426818,1.08596136,No
201,1.15122492,1.115203882,0.56326222,1.018886473,1.669253458,1.085912952,-0.076257158,0.990395396,No
202,1.061870509,1.017247253,1.629022837,1.197323001,1.035954627,1.01507568,0.002282519,1.333889053,No
203,1.262286112,1.322117137,0.449198335,1.190166738,0.955013602,1.632659378,-0.006419462,1.120173504,No
204,1.32450206,0.850875774,1.718597093,1.213704679,0.953521169,0.811987124,0.103118687,1.021401076,No
205,0.866454225,0.868074914,1.389796766,0.827258954,1.044388207,1.108178094,-0.129363318,1.151065516,No
206,0.775423602,1.001962587,-2.807095764,1.189469991,1.068769121,1.084402395,0.034846202,0.980758082,No
207,0.360378516,1,0.913530958,1.013544714,0.754499641,0.389714921,-0.035303103,0.502569407,No
208,0.973833308,0.919839224,1.211006654,1.081446074,1.101429054,0.896677192,-0.05100643,0.493565298,No
209,0.909107875,1.251878397,0.947057734,1.05991868,0.953079434,0.762525034,-0.0067857,0.902537896,No
210,0.92599599,0.938605858,-0.287741703,1.165417548,1.001907865,1.204049891,-0.011602914,1.038280202,No
211,0.652775978,-20.81184877,0.947131863,1.700154035,0.436843798,0.918363769,-0.055967524,1.337930461,No
212,1.182111299,1.06519927,0.914816443,1.023733704,1.090663934,0.9715426,-0.017782271,1.157879067,No
213,1.476056862,0.942640103,0.800048728,1.631545525,1.114817713,0.508684806,-0.026597921,1.095950601,No
214,1.014762492,1.028078007,-5.266689216,0.959685593,0.985837792,1.101821076,-0.029862871,1.28202497,No
215,1.114118431,1,0.969634246,1.07549103,0.946091881,0.865187997,0.033342555,1.071881446,No
216,0.981958742,0.977549497,0.952337527,1.010547623,0.97590358,1.00144059,-0.051000291,0.964905632,No
217,1.326654039,0.999830255,0.957879186,1.034375754,0.844821953,1.271562927,0.177020978,0.940787108,No
218,1.072078682,0.88007549,0.73370626,1.040437756,0.951876991,1.057123634,-0.079039628,0.895282876,No
219,0.926052168,1,1.323188057,1.198682723,0.978213323,0.94929362,0.069035639,0.858179411,No
220,0.558367188,-0.079515671,0.957546526,1.747615002,1.053121634,0.473553397,-0.040821216,1.068815336,No
221,1.080524465,1.001378601,1.00371865,1.191511472,0.950242022,0.905955708,-0.053090962,1.141955895,No
222,0.981240446,0.991176204,0.32331764,1.223915531,1.01398013,1.001111925,-0.032300774,1.014366126,No
223,1.050380292,1,0.429828772,1.283597256,0.945695502,1.529791649,0.060900014,0.879399808,No
224,1.593235133,1.216332484,1.500434308,0.928370165,0.657108997,1.157012532,-0.117187204,1.247647944,No
225,1.083884411,0.983002471,1.156302365,1.22169617,0.950282922,1.356660541,-0.028905336,4.222390579,No
226,0.943022143,0.993977236,1.13429139,1.162399095,1.012572806,0.955754574,-0.127389345,0.971289808,No
227,1.606746565,1.369316545,-0.247348326,0.779294379,1.193929466,1.278533143,0.026994043,2.124148631,No
228,1.469812668,1.208678619,7.464026932,0.908625571,0.984244906,0.911648227,0.050521084,1.074930385,No
229,0.945484803,0.977936466,0.955382399,1.035346993,0.953453655,0.879674453,-0.040556932,1.365240229,No
230,0.980797281,0.928215472,0.777768965,1.179573707,0.944967183,1.056391115,-0.097456981,1.26373206,No
231,1.271302658,0.872271488,1.094407603,0.824562871,0.913192676,0.908473594,-0.058157011,0.934140107,No
232,1.445659686,0.898793183,1.102837959,0.90446715,1.170615782,1.006332662,0.041524552,1.056885904,No
233,0.874157528,1.072567822,0.358070918,1.243049165,1.101672165,0.996180044,-0.055963632,0.967451729,No
234,0.936024547,0.995674619,1.681704012,1.21641027,0.998625008,0.673004678,-0.011816974,0.972159406,No
235,0.426906447,1.787392645,1.399207435,0.827174282,1.042926349,1,-0.108444505,1.033854429,No
236,1.097011732,1.068092071,0.88376281,0.998006452,1.022357244,1.043370523,-0.003051477,0.993403332,No
237,1.067420797,0.800493775,0.885577509,1.34159957,1.094867377,0.787013547,0.177400214,1.051014636,No
238,0.806321928,1.035336579,1.285398872,1.133782217,1.043137534,0.748394283,-0.048505601,1.15578254,No
239,0.924211256,1.072040832,1.089023909,1.145157844,0.915038121,0.948890153,-0.038805986,0.821442172,No
240,0.861163368,0.999518005,3.005201395,1.154651158,0.951364348,0.972477809,0.04213821,0.824549286,No
241,1.109482511,1.020658265,-1.938535012,1.021920575,0.9240499,1.062283656,0.038989623,1.043436001,No
242,0.767526599,1.002728701,1.300889121,1.036681925,0.985472177,1.605484629,-0.220065421,1.087414812,No
243,0.462539146,1.077440337,1.01658854,1.210664289,0.82834551,0.498662907,-0.069561186,0.956747232,No
244,1.116236044,0.997521167,-0.872474477,1.085707329,1.082164327,0.976880263,-0.009875833,1.154088715,No
245,0.471959947,-10.43147794,0.924419894,1.257678579,1.363638758,0.932574939,-0.000772465,1.344816566,No
246,0.909430987,0.943302856,1.03926779,1.154996154,1.026548007,1.040647319,0.06363315,0.473580064,No
247,1.046727463,0.999956251,1.159316697,1.045804554,1.034746301,1.138764077,-0.0571006,1.015525999,No
248,1.10475097,0.99794579,0.986896508,0.920852773,0.957381917,0.926284565,-0.038084993,0.962076629,No
249,2.656073877,0.986529825,0.992823675,0.571486755,0.919054962,1.208863839,0.050389362,0.881700399,No
250,3.832249065,-0.960679693,1.400703958,1.157535829,1.438812906,1.460379138,0.183419446,1.120737336,No
251,0.502228177,0.867329267,0.561320946,1.104832571,0.995990238,1.054170056,0.119079091,0.956289315,No
252,1.083919894,1.457732894,1.186790456,1.097605137,0.994015049,0.898986697,0.020157073,1.152506769,No
253,1.32486564,1.029046534,0.950078933,1.149739229,1.158751023,0.989049228,0.028927314,1.026832204,No
254,0.990809378,-1.0250222,0.886274864,1.128574955,0.971968817,1.02143639,0.001548314,1.02028505,No
255,1.005652376,0.950016458,-1.689667618,1.000035227,1.07350918,1.00866132,0.02706994,1.042618585,No
256,1.127840573,1.00603381,1.339255636,1.206125918,1.043313298,0.851882605,-0.096407176,1.394454645,No
257,1.199164816,0.97960876,0.696287151,1.18117635,1.100515801,0.744433406,0.054111591,0.812689646,No
258,0.753406759,1.569186878,0.608108829,1.164531262,1.682437522,0.871732412,-0.013673988,0.763912717,No
259,1.043677816,1.009393597,0.852236879,1.182899079,0.96020601,0.975890595,0.040185169,0.971448249,No
260,0.94297115,1.008882587,1.212833998,1.035658729,1.098039502,0.902823839,-0.01062727,0.873599512,No
261,0.626302822,0.995495625,1.076422939,0.981035457,0.979243893,1.071009503,-0.084160557,0.99142447,No
262,0.444453919,0.913482426,0.478368702,1.151798727,0.978093155,1.066548814,-0.140839898,0.966538963,No
263,1.686294626,0.992896044,0.817795362,1.190851958,1.276956751,0.791394967,0.06926011,0.667128921,No
264,1.139196172,0.99806589,1.588488812,1.19175946,1.173602537,0.905888918,-0.310778072,1.067944162,No
265,1.176456195,1.02488419,1.114061525,1.046293639,1.034078075,0.896744313,-0.021274118,1.10639561,No
266,0.809423304,1.02292784,1.163165771,1.227714318,0.944320102,0.924890537,-0.117698194,1.158485286,No
